Date,Open,High,Low,Close,Adj Close,Volume
2017-03-03,12.528900,12.562000,12.396700,12.446300,11.896983,12184761
2017-03-06,12.512400,12.528900,12.446300,12.462800,11.912755,6405306
2017-03-07,12.545500,12.545500,12.363600,12.363600,11.817933,14080558
2017-03-08,12.297500,12.413200,12.247900,12.413200,11.865345,16295819
2017-03-09,12.264500,12.413200,12.264500,12.281000,11.738979,16321607
2017-03-10,12.264500,12.347100,12.264500,12.297500,11.754750,11780807
2017-03-13,12.314000,12.446300,12.297500,12.380200,11.833801,11847288
2017-03-14,12.281000,12.380200,12.281000,12.347100,11.802163,6407064
2017-03-15,12.281000,12.396700,12.281000,12.380200,11.833801,9564847
2017-03-16,12.462800,12.545500,12.462800,12.545500,11.991805,18784344
2017-03-17,12.562000,12.562000,12.462800,12.462800,11.912755,21735650
2017-03-20,12.479300,12.545500,12.446300,12.545500,11.991805,9082144
2017-03-21,12.479300,12.578500,12.462800,12.512400,11.960167,13839722
2017-03-22,12.611600,12.644600,12.495900,12.644600,12.086531,16422545
2017-03-23,12.710700,12.727300,12.611600,12.727300,12.165581,13128528
2017-03-24,12.644600,12.727300,12.644600,12.727300,12.165581,9198391
2017-03-27,12.644600,12.776900,12.644600,12.776900,12.212993,10864399
2017-03-28,12.776900,12.809900,12.727300,12.809900,12.244536,11685821
2017-03-29,12.809900,12.809900,12.743800,12.809900,12.244536,12918869
2017-03-30,12.760300,12.859500,12.760300,12.843000,12.276175,15054832
2017-03-31,12.843000,12.909100,12.809900,12.843000,12.276175,25496588
2017-04-03,12.991700,13.008300,12.925600,12.991700,12.418312,12688031
2017-04-05,13.024800,13.090900,12.942200,13.057800,12.481496,15177420
2017-04-06,12.942200,13.107400,12.942200,13.090900,12.513135,11829027
2017-04-07,12.975200,13.140500,12.876000,13.140500,12.560545,19276740
2017-04-10,13.090900,13.140500,13.057800,13.140500,12.560545,6354471
2017-04-11,13.057800,13.157000,12.942200,12.958700,12.386769,14263416
2017-04-12,12.809900,13.074400,12.809900,13.074400,12.497362,14462993
2017-04-13,13.057800,13.090900,12.975200,13.041300,12.465723,6030711
2017-04-18,12.991700,13.041300,12.661200,12.710700,12.149714,22889133
2017-04-19,12.809900,12.809900,12.578500,12.595000,12.039122,18987722
2017-04-20,12.611600,12.809900,12.562000,12.710700,12.149714,18299721
2017-04-21,12.809900,12.809900,12.694200,12.710700,12.149714,8812228
2017-04-24,12.776900,12.776900,12.644600,12.694200,12.133942,7274662
2017-04-25,12.694200,12.760300,12.677700,12.710700,12.149714,11474009
2017-04-26,12.743800,12.793400,12.694200,12.776900,12.212993,7674172
2017-04-27,12.793400,12.793400,12.710700,12.776900,12.212993,5301409
2017-04-28,12.859500,12.859500,12.743800,12.843000,12.276175,9074868
2017-05-02,12.892600,12.892600,12.727300,12.809900,12.244536,14600201
2017-05-04,12.843000,12.859500,12.776900,12.859500,12.291947,7808751
2017-05-05,12.909100,12.909100,12.743800,12.776900,12.212993,11666066
2017-05-08,12.843000,12.843000,12.743800,12.809900,12.244536,8954385
2017-05-09,12.843000,12.958700,12.826500,12.942200,12.370996,9287198
2017-05-10,12.942200,12.991700,12.892600,12.942200,12.370996,11071419
2017-05-11,12.975200,13.024800,12.942200,12.975200,12.402540,8877546
2017-05-12,12.942200,13.024800,12.942200,13.008300,12.434180,7219516
2017-05-15,12.991700,13.008300,12.710700,12.809900,12.244536,42444779
2017-05-16,12.743800,12.942200,12.710700,12.925600,12.355130,24335074
2017-05-17,12.826500,13.008300,12.826500,12.975200,12.402540,16344161
2017-05-18,13.041300,13.074400,12.942200,13.074400,12.497362,23439712
2017-05-19,13.140500,13.140500,12.991700,12.991700,12.418312,13039823
2017-05-22,13.024800,13.107400,12.958700,13.041300,12.465723,10195291
2017-05-23,12.975200,13.107400,12.975200,13.090900,12.513135,10130194
2017-05-24,13.090900,13.206600,13.074400,13.206600,12.623728,12078798
2017-05-25,13.223100,13.239700,13.173500,13.206600,12.623728,14808556
2017-05-26,13.090900,13.272700,13.090900,13.223100,12.639500,11347267
2017-05-29,13.256200,13.454500,13.206600,13.421500,12.829142,13368568
2017-05-31,13.553700,13.768600,13.471100,13.768600,13.160925,30396918
2017-06-01,13.867800,13.884300,13.719000,13.801700,13.192563,20755094
2017-06-02,13.801700,13.851200,13.719000,13.801700,13.192563,11632120
2017-06-05,13.719000,13.867800,13.702500,13.834700,13.224106,15186041
2017-06-06,13.851200,13.884300,13.818200,13.834700,13.224106,14093919
2017-06-07,13.801700,13.851200,13.768600,13.801700,13.192563,21133913
2017-06-08,13.834700,13.884300,13.768600,13.884300,13.271518,32475753
2017-06-09,13.636400,13.636400,13.363600,13.636400,13.233854,31939020
2017-06-12,13.618200,13.618200,13.363600,13.381800,12.986771,14435567
2017-06-13,13.363600,13.454500,13.290900,13.436400,13.039759,13900663
2017-06-14,13.327300,13.418200,13.218200,13.272700,12.880891,13002084
2017-06-15,13.254500,13.254500,13.090900,13.163600,12.775011,14023528
2017-06-16,13.090900,13.290900,13.090900,13.254500,12.863228,14166008
2017-06-19,13.436400,13.454500,13.327300,13.363600,12.969108,10511201
2017-06-20,13.400000,13.418200,13.290900,13.345500,12.951541,7570308
2017-06-21,13.254500,13.381800,13.181800,13.363600,12.969108,9632251
2017-06-22,13.363600,13.527300,13.345500,13.472700,13.074986,14393861
2017-06-23,13.509100,13.581800,13.454500,13.509100,13.110312,11327697
2017-06-26,13.527300,13.581800,13.490900,13.563600,13.163202,8205435
2017-06-27,13.563600,13.563600,13.418200,13.472700,13.074986,9342834
2017-06-28,13.436400,13.454500,13.363600,13.400000,13.004433,6863597
2017-06-29,13.490900,13.509100,13.418200,13.509100,13.110312,9340135
2017-06-30,13.218200,13.454500,13.218200,13.345500,12.951541,13364473
2017-07-03,13.272700,13.363600,13.181800,13.181800,12.792674,16350919
2017-07-04,13.181800,13.272700,13.090900,13.145400,12.757349,24422013
2017-07-05,13.109100,13.327300,13.109100,13.218200,12.827999,18379660
2017-07-06,13.200000,13.309100,13.200000,13.218200,12.827999,14327930
2017-07-07,13.272700,13.309100,13.218200,13.218200,12.827999,8051964
2017-07-10,13.272700,13.309100,13.200000,13.309100,12.916217,8282473
2017-07-11,13.309100,13.418200,13.272700,13.363600,12.969108,11366468
2017-07-12,13.363600,13.472700,13.363600,13.472700,13.074986,8865518
2017-07-13,13.527300,13.545500,13.454500,13.527300,13.127975,12479050
2017-07-14,13.527300,13.581800,13.490900,13.545500,13.145638,5993683
2017-07-17,13.636400,13.636400,13.490900,13.527300,13.127975,6290654
2017-07-18,13.563600,13.563600,13.472700,13.527300,13.127975,9091261
2017-07-19,13.527300,13.545500,13.418200,13.436400,13.039759,9093495
2017-07-20,13.436400,13.472700,13.381800,13.418200,13.022096,8528315
2017-07-21,13.363600,13.454500,13.363600,13.381800,12.986771,8415068
2017-07-24,13.363600,13.454500,13.309100,13.400000,13.004433,12437801
2017-07-25,13.418200,13.545500,13.418200,13.490900,13.092649,8690474
2017-07-26,13.454500,13.490900,13.363600,13.400000,13.004433,8025376
2017-07-27,13.363600,13.454500,13.363600,13.381800,12.986771,10044959
2017-07-28,13.363600,13.454500,13.363600,13.436400,13.039759,9145695
2017-07-31,13.400000,13.472700,13.400000,13.436400,13.039759,10054010
2017-08-01,13.400000,13.436400,13.381800,13.436400,13.039759,11184902
2017-08-02,13.400000,13.472700,13.400000,13.454500,13.057324,15242395
2017-08-03,13.454500,13.527300,13.436400,13.490900,13.092649,7840032
2017-08-04,13.527300,13.545500,13.490900,13.545500,13.145638,7301212
2017-08-07,13.618200,13.618200,13.527300,13.563600,13.163202,5748290
2017-08-08,13.545500,13.581800,13.472700,13.545500,13.145638,7731027
2017-08-09,13.545500,13.545500,13.472700,13.490900,13.092649,8037127
2017-08-10,13.545500,13.545500,13.472700,13.509100,13.110312,11088407
2017-08-11,13.545500,13.545500,13.400000,13.436400,13.039759,20539438
2017-08-14,13.436400,13.509100,13.418200,13.472700,13.074986,10227026
2017-08-15,13.418200,13.490900,13.400000,13.490900,13.092649,14754304
2017-08-16,13.418200,13.545500,13.418200,13.509100,13.110312,18844442
2017-08-17,13.436400,13.563600,13.436400,13.563600,13.163202,12174436
2017-08-18,13.454500,13.545500,13.418200,13.418200,13.022096,12861959
2017-08-21,13.418200,13.527300,13.400000,13.509100,13.110312,12039729
2017-08-22,13.509100,13.509100,13.309100,13.345500,12.951541,27485483
2017-08-23,13.345500,13.345500,13.345500,13.345500,12.951541,0
2017-08-24,13.272700,13.363600,13.272700,13.290900,12.898554,17572934
2017-08-25,13.272700,13.345500,13.200000,13.345500,12.951541,13432991
2017-08-28,13.363600,13.363600,13.272700,13.309100,12.916217,9039962
2017-08-29,13.309100,13.400000,13.290900,13.327300,12.933878,6526281
2017-08-30,13.327300,13.363600,13.309100,13.363600,12.969108,10493808
2017-08-31,13.309100,13.472700,13.309100,13.454500,13.057324,11412472
2017-09-01,13.454500,13.454500,13.381800,13.436400,13.039759,9753885
2017-09-04,13.454500,13.527300,13.436400,13.527300,13.127975,8954785
2017-09-05,13.527300,13.527300,13.454500,13.527300,13.127975,4969655
2017-09-06,13.509100,13.527300,13.436400,13.509100,13.110312,6693430
2017-09-07,13.563600,13.581800,13.490900,13.509100,13.110312,9986765
2017-09-08,13.436400,13.563600,13.436400,13.563600,13.163202,7372490
2017-09-11,13.563600,13.600000,13.563600,13.600000,13.198529,9125621
2017-09-12,13.436400,13.527300,13.436400,13.472700,13.191381,6576446
2017-09-13,13.436400,13.472700,13.309100,13.400000,13.120199,12230489
2017-09-14,13.309100,13.418200,13.309100,13.345500,13.066836,6380521
2017-09-15,13.363600,13.490900,13.345500,13.490900,13.209201,12153174
2017-09-18,13.454500,13.472700,13.400000,13.436400,13.155840,8500184
2017-09-19,13.436400,13.454500,13.381800,13.418200,13.138019,6887472
2017-09-20,13.418200,13.418200,13.363600,13.381800,13.102379,13317875
2017-09-21,13.381800,13.418200,13.363600,13.400000,13.120199,7868961
2017-09-22,13.327300,13.400000,13.327300,13.363600,13.084559,7292721
2017-09-25,13.363600,13.363600,13.309100,13.327300,13.049017,6576644
2017-09-26,13.327300,13.418200,13.309100,13.400000,13.120199,7631286
2017-09-27,13.418200,13.418200,13.363600,13.381800,13.102379,5434880
2017-09-28,13.345500,13.381800,13.345500,13.345500,13.066836,9444917
2017-09-29,13.345500,13.363600,13.309100,13.345500,13.066836,9144070
2017-10-03,13.527300,13.527300,13.309100,13.363600,13.084559,10538791
2017-10-04,13.363600,13.363600,13.327300,13.345500,13.066836,7341709
2017-10-06,13.327300,13.418200,13.327300,13.418200,13.138019,14426418
2017-10-09,13.400000,13.418200,13.345500,13.418200,13.138019,7379523
2017-10-10,13.436400,13.436400,13.363600,13.381800,13.102379,9473930
2017-10-11,13.436400,13.436400,13.363600,13.436400,13.155840,9015109
2017-10-12,13.418200,13.490900,13.381800,13.490900,13.209201,9257306
2017-10-13,13.454500,13.545500,13.454500,13.545500,13.262661,10595721
2017-10-16,13.527300,13.545500,13.472700,13.509100,13.227021,7429655
2017-10-17,13.472700,13.545500,13.472700,13.509100,13.227021,8879971
2017-10-18,13.472700,13.563600,13.472700,13.563600,13.280382,8365965
2017-10-19,13.545500,13.618200,13.400000,13.490900,13.209201,11962390
2017-10-20,13.527300,13.545500,13.454500,13.545500,13.262661,5915525
2017-10-23,13.509100,13.527300,13.454500,13.527300,13.244841,4641187
2017-10-24,13.527300,13.527300,13.454500,13.454500,13.173561,5003202
2017-10-25,13.454500,13.472700,13.418200,13.418200,13.138019,7889405
2017-10-26,13.418200,13.436400,13.363600,13.436400,13.155840,7344607
2017-10-27,13.436400,13.490900,13.400000,13.490900,13.209201,6954199
2017-10-30,13.454500,13.490900,13.418200,13.472700,13.191381,7040185
2017-10-31,13.400000,13.490900,13.400000,13.436400,13.155840,10830623
2017-11-01,13.454500,13.527300,13.418200,13.490900,13.209201,9254171
2017-11-02,13.418200,13.472700,13.418200,13.436400,13.155840,7002281
2017-11-03,13.454500,13.490900,13.418200,13.454500,13.173561,5093304
2017-11-06,13.490900,13.490900,13.290900,13.363600,13.084559,15790948
2017-11-07,13.418200,13.436400,13.363600,13.381800,13.102379,9344513
2017-11-08,13.363600,13.527300,13.363600,13.509100,13.227021,11686347
2017-11-09,13.527300,13.527300,13.436400,13.472700,13.191381,8018982
2017-11-10,13.472700,13.490900,13.381800,13.454500,13.173561,8523178
2017-11-13,13.454500,13.454500,13.327300,13.400000,13.120199,9009451
2017-11-14,13.327300,13.454500,13.327300,13.454500,13.173561,5789845
2017-11-15,13.436400,13.472700,13.400000,13.472700,13.191381,5733006
2017-11-16,13.509100,13.509100,13.381800,13.436400,13.155840,8177886
2017-11-17,13.400000,13.472700,13.381800,13.454500,13.173561,6736672
2017-11-20,13.400000,13.454500,13.363600,13.381800,13.102379,7534256
2017-11-21,13.381800,13.418200,13.345500,13.418200,13.138019,13660486
2017-11-22,13.418200,13.454500,13.381800,13.454500,13.173561,7882708
2017-11-23,13.436400,13.527300,13.400000,13.527300,13.244841,10142206
2017-11-24,13.545500,13.709100,13.472700,13.600000,13.316023,16712421
2017-11-27,13.618200,13.745500,13.545500,13.745500,13.458484,20179360
2017-11-28,13.818200,14.127300,13.745500,13.890900,13.600848,21995320
2017-11-29,13.818200,13.927300,13.600000,13.890900,13.600848,11598841
2017-11-30,13.890900,13.890900,13.781800,13.854600,13.565307,32185170
2017-12-01,14.000000,14.000000,13.800000,14.000000,13.707671,18734246
2017-12-04,13.854600,14.072700,13.854600,14.054600,13.761129,11403763
2017-12-05,14.000000,14.090900,13.981800,14.090900,13.796673,11530045
2017-12-06,14.072700,14.181800,13.927300,14.000000,13.707671,15806838
2017-12-07,13.854600,14.000000,13.836400,13.927300,13.636489,12157652
2017-12-08,13.963600,14.000000,13.818200,14.000000,13.707671,24455918
2017-12-11,13.818200,14.000000,13.818200,13.890900,13.600848,13991483
2017-12-12,13.818200,13.927300,13.690900,13.854600,13.565307,18187738
2017-12-13,13.800000,13.872700,13.763600,13.872700,13.583028,7697848
2017-12-14,13.872700,13.927300,13.763600,13.872700,13.583028,10625480
2017-12-15,13.890900,13.890900,13.763600,13.800000,13.511847,15496259
2017-12-18,13.727300,13.836400,13.727300,13.745500,13.458484,7309877
2017-12-19,13.727300,13.818200,13.727300,13.727300,13.440665,11423643
2017-12-20,13.709100,13.818200,13.709100,13.800000,13.511847,8927863
2017-12-21,13.709100,13.818200,13.709100,13.727300,13.440665,11022009
2017-12-22,13.709100,13.872700,13.709100,13.836400,13.547487,6560303
2017-12-27,13.836400,13.909100,13.818200,13.854600,13.565307,5344420
2017-12-28,13.872700,13.963600,13.854600,13.963600,13.672031,5704191
2017-12-29,13.927300,13.963600,13.909100,13.927300,13.636489,7557267
